Objective,Action,Progress
1.4.1,Maintain a public-facing set of housing metrics to provide insight into market characteristics and the performance of regulatory changes that will drive decision making.,"An online Housing Dashboard was launched in 2018, and additional housing market reports and data are routinely updated."
